#{"t_start": 1778808677.8380175, "env_id": "Atom-v1"}
r,l,t
-667.108722,1000,1.01753
-595.466825,1000,2.161543
-429.455722,686,3.049813
-22.630811,155,3.172925
-661.613641,1000,4.378033
43.855668,116,4.474024
60.766259,183,4.986464
41.532852,117,5.07908
48.182199,166,5.212101
-699.335225,1000,9.69113
-658.352247,1000,10.838305
39.037201,163,10.98389
-18.570379,115,11.075639
49.345004,182,11.221351
-18.491012,119,11.316516
-649.89399,1000,12.436328
-608.426678,1000,13.591305
-428.427943,657,14.526005
16.690667,189,14.677019
71.617243,114,14.767926
70.844471,172,17.145132
-27.649104,208,17.611291
-344.310455,656,18.16871
-217.755186,428,18.791482
65.51076,147,18.909101
52.106989,133,19.01681
24.524652,142,19.130098
50.142465,155,19.254144
67.936422,192,19.409623
-0.637016,238,19.871066
-606.654936,1000,20.984191
85.473393,138,21.096001
-93.184228,327,21.376552
60.620503,116,21.469176
63.518673,169,21.604851
-36.472063,211,22.042712
73.831349,188,22.195566
-589.666628,916,25.694917
-210.781316,435,26.062084
-8.022999,238,26.25642
-555.58122,902,27.285462
56.194096,162,27.415345
-32.531099,229,27.863757
-15.554445,119,27.960655
-29.398819,220,28.141007
-21.480231,158,28.269568
-693.196444,1000,29.387002
56.300641,119,29.485727
-685.248016,1000,33.162191
41.304445,162,33.295828
-95.938776,269,33.842787
-22.274179,124,33.942508
-45.757548,221,34.126356
-684.584237,1000,35.243416
-29.580803,215,35.423203
4.081565,187,35.577868
53.032724,129,35.681271
10.211615,171,36.078385
-6.418413,172,36.216583
-660.264706,1000,37.332011
-12.497241,100,37.414973
-681.886614,1000,38.552556
-655.503647,1000,40.104596
1.991861,111,40.196086
-416.940276,678,40.778
64.941214,108,41.168405
-705.633998,1000,42.327586
41.806397,116,42.422784
62.125169,154,42.546334
-90.540389,335,42.8249
-590.537792,902,43.904185
-659.214647,1000,45.704485
-396.503931,664,46.598771
23.106662,98,46.676476
-690.13521,1000,47.852534
-8.862765,211,48.030355
-698.106998,1000,49.205359
-670.329162,1000,50.421935
94.925561,157,50.548979
-393.111832,675,54.970298
53.700566,114,55.062327
-8.398794,201,55.227904
-662.167255,1000,56.39696
61.987032,111,56.489872
70.086233,130,56.59471
50.846004,146,56.710819
55.443065,129,57.12099
-8.046711,199,57.283273
-536.609742,857,58.267719
52.155169,105,58.353239
-1.028652,180,58.498209
-35.214882,230,58.688883
41.25007,189,58.839257
-682.631039,1000,59.958987
-673.278734,1000,61.82057
-661.873399,1000,63.027578
52.53492,128,63.132865
55.686572,108,63.218877
60.828737,137,63.685735
-638.24455,1000,64.542029
-12.40662,202,64.970552
-205.127654,431,65.332749
-716.633886,1000,66.448574
-672.766565,1000,71.127384
-498.798427,775,72.100364
34.846281,135,72.208314
8.382018,147,72.325221
0.310014,151,72.448028
59.345738,160,72.577527
-673.816493,1000,73.746356
-300.085669,572,74.545411
-670.99784,1000,75.671402
59.402767,131,75.785659
49.701454,105,75.877544
50.852813,121,75.974597
-670.469338,1000,77.836521
-618.190943,1000,78.9652
-41.854859,207,79.139391
-39.08261,231,79.598028
-682.303626,1000,80.724471
8.619043,91,80.798882
34.235697,136,80.909499
-231.593196,444,81.287438
64.574289,128,81.391877
32.478765,124,81.751364
86.467638,136,81.860416
43.041221,136,81.971409
7.911848,130,82.075208
-61.825502,216,82.257642
10.747601,221,83.756729
46.54366,124,83.858657
60.193457,99,84.218208
-659.075264,1000,85.362631
-11.760604,129,85.468781
-549.955709,832,86.175244
-678.868049,1000,87.288615
53.222902,115,87.663531
-44.443416,204,87.83032
-683.951087,1000,88.988626
54.221332,99,89.071568
-314.651474,551,90.848094
-72.839594,260,91.356336
