#{"t_start": 1778805333.2095957, "env_id": "Atom-v1"}
r,l,t
-632.66304,1000,1.039965
44.08979,130,1.280437
85.290895,148,1.398635
-634.09261,1000,2.399715
41.688913,138,2.512968
76.758944,132,2.618103
45.784815,139,2.728301
72.785868,130,2.832668
-486.550654,783,3.655382
-651.437557,1000,4.654743
-620.056157,1000,6.138615
-651.902242,1000,7.131183
-675.181913,1000,8.143913
72.554681,131,8.249421
-54.074213,256,8.461196
-27.24996,107,8.546714
-636.963759,1000,9.561788
14.059568,145,9.832958
36.560236,125,9.932491
22.843373,124,10.031595
83.606668,152,10.15204
-686.382534,1000,13.406333
-384.813411,665,14.131539
-641.9656,1000,15.173934
-14.659245,110,15.277111
-672.776297,1000,16.295131
-30.46969,242,16.495236
-638.846694,1000,17.545087
-17.051025,217,17.725562
43.514613,129,18.718909
-678.632273,1000,19.733412
122.145245,173,19.873275
-241.908614,493,20.440526
-639.432364,1000,21.44528
39.945883,109,21.53456
15.222254,150,21.65319
-690.49768,1000,22.678817
-10.6949,127,22.782654
-701.465694,1000,24.213992
-594.402888,915,25.162367
21.113747,148,25.280185
70.909025,172,25.416876
-626.930759,1000,26.431841
85.809592,169,26.569778
84.986942,134,26.858333
-695.675426,1000,27.876359
25.191966,133,27.985496
-672.711142,1000,28.979736
-328.74471,572,29.882368
87.650538,157,30.007531
-287.278496,557,30.612778
-12.026615,138,30.723434
95.965972,165,30.854538
-199.204609,436,31.356675
43.426145,143,31.470939
-1.216223,214,31.648741
-616.396378,1000,32.637648
-523.298276,811,33.472155
-620.679649,1000,34.459911
63.024761,156,36.398894
103.981073,142,36.511015
-222.807566,455,36.895789
49.670925,130,37.151769
-6.012041,158,37.276089
66.274878,111,37.363695
-707.749957,1000,38.368868
53.341024,120,38.465674
3.906642,201,38.627807
-676.07439,1000,39.640608
-681.917868,1000,40.630529
-22.490768,146,40.750225
-1.618064,112,40.83976
46.058677,169,41.109344
54.368275,103,41.19435
46.35438,149,44.500136
-22.015204,188,44.652047
48.0389,134,44.758525
25.363564,229,44.94505
-29.923446,125,45.044395
-676.642282,1000,46.045349
-617.446969,1000,47.041287
-10.120376,160,47.305489
-477.87974,786,47.968452
45.903661,164,48.099968
-663.771681,1000,49.100894
-696.24118,1000,53.579884
-663.879677,1000,54.58158
-99.368303,321,55.047137
29.224556,128,55.149426
14.054739,131,55.254306
2.138173,153,55.377101
-685.153205,1000,56.384012
-32.950075,227,56.574364
12.178037,127,56.675064
63.51971,114,56.919738
-15.032469,122,57.017843
11.206912,188,57.17278
-53.626305,240,57.368699
50.588143,126,57.470255
-75.140179,359,61.426917
58.387009,107,61.514093
-13.080918,136,61.62218
65.91245,188,61.771656
-678.150846,1000,62.757565
-635.559847,1000,63.764356
69.998004,161,63.894705
-21.660519,120,63.99155
-668.363058,1000,64.999639
68.55009,125,65.100364
55.48558,139,65.211815
21.724058,103,65.438986
104.027628,150,65.558693
-643.23428,1000,70.06804
-681.95783,1000,71.108946
-546.492789,896,71.872802
-113.262873,292,72.273011
96.004087,151,72.393358
-231.967011,445,72.769245
-615.791831,1000,73.7676
-642.323027,1000,78.314562
-12.13498,110,78.405646
77.540032,139,78.672423
-494.48445,808,79.363948
54.635364,142,79.480126
-256.344214,549,80.101833
76.199986,148,80.22005
-648.24722,1000,81.250642
-220.979954,444,81.794471
-58.075252,236,81.991066
-700.555985,1000,82.999548
33.041777,110,83.088707
0.13357,144,83.206182
-478.717454,784,87.580451
87.582573,141,87.691891
-28.236178,237,87.888496
68.446908,114,87.980321
-21.213764,203,88.150422
-6.818456,190,88.439137
-75.025448,324,88.711152
89.191901,163,88.842654
47.672039,130,88.947894
-27.39968,210,89.122288
96.727052,159,89.432048
-679.084814,1000,90.478019
71.188233,150,90.599804
67.694324,116,90.692165
64.00546,120,90.787944
-674.679517,1000,91.820822
13.212899,126,95.435782
78.149541,178,95.577696
-646.568463,1000,96.566029
-647.97593,1000,97.557444
-332.904504,585,98.204679
-649.141127,1000,99.1892
-55.450543,228,99.378581
-62.438868,242,99.578018
-673.789368,1000,103.497673
-77.987348,262,103.716109
-668.180725,1000,104.726974
69.556896,152,105.024015
-596.365043,898,105.78864
-639.881499,1000,106.870898
-27.045543,229,107.265636
42.659269,125,107.364609
-667.43885,1000,111.877363
-220.940412,428,112.25178
-684.13309,1000,113.2597
-666.82837,1000,114.256528
-49.476715,238,114.452992
-612.606825,1000,115.430577
29.41838,158,115.558148
-672.166658,1000,116.532543
30.402017,147,116.837336
-663.395478,1000,119.504729
-674.43903,1000,120.494036
68.831246,100,120.575394
-638.397597,1000,121.560319
-14.093255,201,121.725029
45.727444,133,121.832582
-10.015118,204,122.001374
-630.010307,1000,123.0025
-10.420717,213,123.177367
-117.493027,321,124.785881
16.929876,199,124.950674
-668.489326,1000,125.956915
27.950819,128,126.062229
-690.542645,1000,127.068984
63.223168,111,127.159623
64.584691,102,127.242199
-53.549864,229,127.430696
-6.512809,213,127.773072
46.014176,115,127.867321
-676.429112,1000,128.884348
-616.669949,1000,133.427177
