#{"t_start": 1778810544.92912, "env_id": "Atom-v1"}
r,l,t
72.54362,123,0.265535
-646.052929,1000,1.42696
1.49441,110,1.516735
64.23642,160,1.654487
68.697421,153,1.779945
-636.675664,1000,2.937662
5.019051,132,3.0434
66.658415,138,3.153398
-28.2914,136,3.260936
37.613764,227,3.772976
35.635482,108,3.859159
-52.093849,324,4.125551
-635.670336,1000,5.286121
38.101092,143,5.400145
48.223105,165,5.530978
47.32583,130,6.921752
-662.801232,1000,8.068507
-15.653704,131,8.480224
-65.813947,252,8.686559
-597.182553,906,9.74394
-662.495775,1000,10.865281
56.246142,122,10.963285
25.174834,134,11.069529
-34.963429,228,11.254291
-639.471698,1000,12.354862
-23.013574,228,13.011425
-8.773333,165,13.14346
30.840221,170,13.538187
-626.786809,927,14.632125
44.539425,134,14.738202
68.145139,147,14.853696
-684.907415,1000,15.953603
30.344985,119,16.0491
96.024374,138,16.157708
50.68188,134,16.26488
16.95716,158,16.391468
-0.116136,126,16.493028
-658.698701,1000,17.635669
-676.428318,1000,19.921412
69.06992,126,20.331249
51.166138,135,20.438269
64.918394,110,20.52673
-465.09616,712,21.124947
-56.97411,222,21.655765
47.532332,123,21.755447
-683.511198,1000,22.906252
-599.371291,892,23.960724
-27.490576,314,24.219704
66.018346,143,24.332434
-16.116177,137,24.4417
-13.921276,135,24.548765
84.027033,141,24.961452
96.578193,144,25.074948
-24.947013,204,25.241583
74.202325,106,25.327822
-25.638234,111,25.849292
-658.200762,1000,27.000527
-603.328539,1000,28.169237
53.530372,156,28.294294
87.416725,151,28.413062
-682.306508,1000,29.58162
51.384289,115,29.673782
99.239556,141,30.106852
-677.397954,1000,31.297465
41.339764,115,31.398159
-632.738568,1000,32.960195
84.151157,133,33.066123
41.174088,132,33.170433
87.611554,140,33.280764
45.225615,189,33.431458
65.870366,132,33.536519
12.506579,169,33.671213
64.544897,114,34.088326
47.517433,158,34.213575
-659.182948,1000,35.35146
95.088927,140,35.465094
53.568934,161,35.593821
72.595138,140,35.705264
-509.594432,797,36.732675
9.232635,215,36.904859
49.032213,111,36.994611
78.138142,179,37.13531
-413.446534,674,38.427486
73.965684,117,38.521263
65.108795,148,38.64174
-629.264657,1000,39.791743
-687.1558,1000,40.959542
-26.643762,135,41.06788
-39.525485,218,41.583575
-694.893935,1000,42.73014
-673.488395,1000,43.834988
-17.153991,121,44.33756
-650.261755,1000,45.440426
-161.711746,373,45.750912
67.699922,122,45.846483
65.85155,120,45.940911
-660.972085,1000,47.041561
-18.070523,160,47.169536
74.821944,169,47.587958
-22.335711,151,47.710032
-14.93006,203,47.877863
46.350305,149,47.998728
-679.559983,1000,49.110771
86.226786,147,49.23058
81.137892,174,49.36951
42.154021,109,49.456149
47.429163,129,50.2307
-675.934798,1000,51.379352
41.014897,118,51.475347
-12.121637,214,51.650231
-1.402889,147,51.769491
92.718207,135,51.876421
-28.828749,229,52.064079
-655.987462,1000,53.17144
34.473654,104,53.25679
-642.600094,1000,54.361295
-594.61359,918,55.40457
66.871228,133,56.116051
84.340631,127,56.47604
54.590377,141,56.58913
68.346617,152,56.70971
52.023649,153,56.830195
31.114397,150,56.948635
46.078142,129,57.050778
31.857084,114,57.141751
24.321375,180,57.555122
51.407612,123,57.669495
-417.298657,681,58.245954
28.469824,120,58.341045
37.593881,177,58.752326
41.766878,152,58.871039
75.445507,136,58.978523
-310.789468,546,59.436114
0.282827,151,59.813056
-4.627368,211,59.9832
-464.884991,804,60.915268
-583.558255,1000,62.582072
-640.76623,1000,63.686175
38.600194,118,63.781555
68.326623,116,63.872242
52.950327,120,63.966638
-18.426884,170,64.100932
-22.835136,188,64.25348
-13.792312,226,64.436213
-28.8761,206,64.863429
-647.234009,1000,65.963174
92.682878,131,66.06794
68.272633,136,66.176635
49.20942,115,66.268332
-647.258555,1000,67.366761
59.074939,100,67.448461
85.726412,153,68.163996
-675.700903,1000,69.264174
51.022912,105,69.349286
52.855558,135,69.45626
34.271448,120,69.811733
-46.831792,225,69.994337
9.601703,138,70.103805
78.675713,175,70.24266
-29.768019,194,70.401687
-3.844245,156,70.526871
-647.703994,1000,71.636404
45.009451,153,72.019228
54.465909,120,72.114036
32.809254,133,72.220315
36.899719,115,72.313469
71.633131,140,72.424804
-643.567631,1000,73.567771
37.649424,110,74.373299
6.690199,165,74.504884
-29.863627,206,75.007786
-480.474252,913,75.778692
74.101322,173,76.213
77.565614,121,76.308555
-20.331214,198,76.468792
23.736983,123,76.567169
-698.132061,1000,77.742813
85.878629,151,77.864175
80.537157,140,77.97558
-26.000422,211,78.147042
78.181821,125,78.572657
69.742968,121,78.668415
74.881572,149,78.787499
86.674831,137,78.895635
-25.290516,218,79.073674
-34.936224,193,79.231569
-20.851969,147,79.647234
90.630487,143,79.767725
80.25862,145,79.885052
63.797767,117,79.979048
-635.884763,1000,81.546971
64.815725,136,81.656717
94.773695,143,81.771559
30.203858,130,81.876641
-404.718547,691,82.78248
-595.498378,926,83.866456
-8.418124,230,84.050734
43.881139,136,84.158684
-661.429599,1000,85.29189
-23.859578,146,85.411216
60.530709,142,85.828466
94.504642,147,85.945079
-13.431753,208,86.521685
79.125598,141,86.635476
59.024153,124,86.73462
86.822926,148,86.851489
86.733372,146,86.966303
-110.37004,321,87.52949
84.214067,190,87.681062
-703.258897,1000,88.826297
54.105021,119,88.922348
67.31871,128,89.023823
11.980367,218,89.199462
25.459923,112,89.289084
9.587721,195,89.713488
55.153522,113,89.803039
76.297435,134,89.908619
63.066013,132,90.014327
48.105516,130,90.117828
33.065823,129,90.220058
0.711428,144,90.334105
-39.382319,232,90.783277
-631.021303,1000,91.886116
30.846008,138,91.996249
50.945282,173,92.832952
49.413705,119,92.926285
54.649617,167,93.058532
45.714402,177,93.199548
46.060955,115,93.290375
88.345739,146,93.706765
70.416749,137,93.814478
-632.001867,974,94.932563
-5.02697,190,95.087568
34.133033,112,95.177263
-696.408842,1000,96.318413
-8.486455,224,96.50401
-664.826628,1000,97.655468
83.466059,130,97.759712
67.689075,126,97.859912
-661.293153,1000,99.733529
-134.88505,310,100.25254
10.7141,214,100.426095
36.826483,129,100.529828
53.815986,130,100.633211
-656.707363,1000,101.802379
43.181652,123,101.901497
37.277381,122,101.998435
57.836326,134,102.410625
63.780399,101,102.491932
