timesteps,mean_reward,std_reward,best_reward_so_far
5000,76.1319568,12.188810464036207,76.1319568
10000,91.3094714,2.847248786824965,91.3094714
15000,-24.272533,38.36908640467579,91.3094714
20000,17.156732,9.179003001108912,91.3094714
25000,-612.729899,63.203777339742274,91.3094714
30000,-504.7052766,265.9982705342684,91.3094714
35000,-475.3666150000001,238.44434821905952,91.3094714
40000,68.20723640000001,0.8638842115157809,91.3094714
45000,65.7960468,1.1882834159445983,91.3094714
50000,-175.08306940000003,298.625504982387,91.3094714
55000,-362.2682728000001,347.97142338076196,91.3094714
60000,17.5889966,53.93356548506311,91.3094714
65000,69.57463340000001,0.5943066905615696,91.3094714
70000,69.294461,0.4135236285819698,91.3094714
75000,68.1294832,1.2105120372220006,91.3094714
80000,74.5651604,4.939975151476762,91.3094714
85000,26.149641600000002,26.233682403869498,91.3094714
90000,72.3762878,2.764420368654622,91.3094714
95000,63.95544099999999,1.4878009787761275,91.3094714
100000,13.918214,41.83789325076715,91.3094714
105000,72.3934516,9.450925413933128,91.3094714
110000,51.002677000000006,42.01179351725534,91.3094714
115000,72.21301820000001,28.97117886482561,91.3094714
120000,43.9476172,45.943095768132046,91.3094714
125000,66.06397580000001,3.668962860169912,91.3094714
130000,74.493973,21.859836815947496,91.3094714
135000,59.1374914,20.958171167143856,91.3094714
140000,1.8364997999999986,53.59126110382822,91.3094714
145000,66.9448612,12.387154973339705,91.3094714
150000,38.41923440000001,29.210387984586614,91.3094714
155000,70.267034,3.0544092103672043,91.3094714
160000,46.39441039999999,27.9759582236211,91.3094714
165000,-121.6250312,108.97510941458907,91.3094714
170000,10.4448442,67.96966337171891,91.3094714
175000,7.237885799999998,71.02080830387888,91.3094714
180000,-3.326423200000002,88.9735922911625,91.3094714
185000,47.856778399999996,36.32834651996497,91.3094714
190000,54.70449699999999,32.537053648469694,91.3094714
195000,60.739316800000005,10.963180795202723,91.3094714
200000,-20.158650400000003,41.494893205394376,91.3094714
205000,-97.4654402,125.93591656117562,91.3094714
210000,-37.3069082,125.79475082040328,91.3094714
215000,-79.99425120000001,120.77295067214601,91.3094714
220000,-8.378049400000004,98.26226649543845,91.3094714
225000,66.044704,34.569654299647055,91.3094714
230000,-1.6543143999999983,73.6110731121585,91.3094714
235000,-76.42620720000001,272.94525430749883,91.3094714
240000,66.3185614,41.649980519727656,91.3094714
245000,67.82789520000001,34.341176165404896,91.3094714
250000,70.6182858,36.91903923319034,91.3094714
255000,84.07890640000001,3.7967646609838517,91.3094714
260000,52.9046886,45.513471707039386,91.3094714
265000,67.4832138,30.662979024217872,91.3094714
270000,62.0376032,28.919713985833464,91.3094714
275000,-32.501358,137.09611036346635,91.3094714
280000,78.3646304,6.4908490959881515,91.3094714
285000,81.75012919999999,13.688476093577567,91.3094714
290000,61.16061259999999,31.751267276693298,91.3094714
295000,67.3097688,39.73014598391275,91.3094714
300000,69.37126020000001,33.4678378473914,91.3094714
305000,95.50459980000001,8.606697895288958,95.50459980000001
310000,95.6177368,7.320444142631138,95.6177368
315000,67.7193266,15.298661653115094,95.6177368
320000,82.98053759999999,21.780090850099782,95.6177368
325000,67.4812148,32.30082775477898,95.6177368
330000,70.3818232,46.04819432306428,95.6177368
335000,72.32278740000001,35.405409562958624,95.6177368
340000,91.49942539999999,1.9935392674753711,95.6177368
345000,57.1698808,31.121445462965216,95.6177368
350000,59.035475399999996,29.99423534355834,95.6177368
355000,77.95070000000001,10.069517234291046,95.6177368
360000,90.9944302,12.019209160661369,95.6177368
365000,65.232106,24.077329915695078,95.6177368
370000,81.22614779999999,23.39797225507853,95.6177368
375000,76.674951,40.93326265180796,95.6177368
380000,100.17056059999999,8.065179030832102,100.17056059999999
385000,103.18047100000001,5.969643114230464,103.18047100000001
390000,87.9920714,36.445148398946344,103.18047100000001
395000,81.5938048,18.51362385831668,103.18047100000001
400000,90.500417,9.892645073632773,103.18047100000001
405000,98.15832579999999,10.713822160747927,103.18047100000001
410000,64.6483716,31.984613370429024,103.18047100000001
415000,76.94424060000001,29.333735725172048,103.18047100000001
420000,81.585385,25.81291979637807,103.18047100000001
425000,82.9092722,21.75912385583955,103.18047100000001
430000,20.939781999999997,147.88830252283162,103.18047100000001
435000,92.55190239999999,17.340710000653935,103.18047100000001
440000,52.4814392,45.60050232603104,103.18047100000001
445000,67.4406096,15.517117275803498,103.18047100000001
450000,79.05869679999999,21.560891957729638,103.18047100000001
455000,84.5460796,17.365167133874333,103.18047100000001
460000,69.8512432,31.174939530355118,103.18047100000001
465000,90.256458,16.124875743008356,103.18047100000001
470000,80.5326468,25.360672985712135,103.18047100000001
475000,33.804269399999995,74.1045966296018,103.18047100000001
480000,64.2182956,41.83022702778373,103.18047100000001
485000,87.27341779999999,28.75125042595376,103.18047100000001
490000,74.6643342,25.673432337042573,103.18047100000001
495000,82.828957,34.87708831548554,103.18047100000001
500000,41.8502304,74.64840692958926,103.18047100000001
505000,96.58318059999999,23.341617833679255,103.18047100000001
510000,63.5179204,25.116167173167952,103.18047100000001
515000,94.60190779999999,7.103024148482995,103.18047100000001
520000,73.892063,27.825679094788942,103.18047100000001
525000,65.9703536,25.180047274474106,103.18047100000001
530000,105.48574760000001,6.4890089836239735,105.48574760000001
535000,90.70408319999999,6.7286677804685056,105.48574760000001
540000,90.8584386,20.425829695705744,105.48574760000001
545000,85.7389302,22.024162515772574,105.48574760000001
550000,99.11326140000001,16.147940154704756,105.48574760000001
555000,28.485319399999998,99.10072489173817,105.48574760000001
560000,102.7183418,8.86374076731716,105.48574760000001
565000,96.85710840000002,18.302207756448933,105.48574760000001
570000,98.09324799999999,9.085470155846751,105.48574760000001
575000,83.22113979999999,39.715882398316865,105.48574760000001
580000,101.44611160000001,7.023248143684502,105.48574760000001
585000,95.4987598,11.009506913627174,105.48574760000001
590000,92.4057188,17.63283271994648,105.48574760000001
595000,54.442498799999996,34.38683193749823,105.48574760000001
600000,60.1564848,44.127781273481126,105.48574760000001
605000,75.71786139999999,31.933370380582172,105.48574760000001
610000,72.76422339999999,44.61140856638078,105.48574760000001
