#{"t_start": 1778804055.692779, "env_id": "Atom-v1"}
r,l,t
-87.337707,303,0.43738
-6.890514,131,0.541483
78.035514,153,0.663377
64.095194,160,0.7925
74.234593,162,0.924047
-15.172264,132,1.182502
-638.854683,1000,2.042174
-352.355703,610,2.744657
46.63273,89,2.816946
39.568292,194,2.974696
-647.040823,1000,3.972542
-8.916651,150,4.095037
28.014434,224,4.428707
-273.797127,542,4.893367
-17.56909,157,5.416446
25.740597,201,5.737384
55.339056,109,5.828087
96.413398,182,5.972857
-38.122187,233,6.16279
32.723947,134,6.269644
58.92094,149,6.388436
-676.398698,1000,7.393659
1.703115,144,7.510538
-596.704196,1000,8.522174
73.726857,131,8.781982
-363.678094,678,9.354632
72.724511,159,9.481539
21.753559,159,9.778639
-124.503025,434,10.142589
2.744689,128,10.244642
55.095211,125,10.344416
46.725844,130,10.847816
-616.633862,1000,11.843831
72.556441,166,12.13097
49.615283,118,12.225667
-0.512611,225,12.419376
41.153158,167,12.553362
-90.375429,283,12.786421
52.102378,123,12.885364
-15.732592,197,13.200867
-672.722552,1000,14.201005
81.860549,153,14.324816
-57.486289,225,14.51016
16.795963,204,14.678078
-685.465039,1000,15.724881
65.436608,191,17.491101
47.065395,114,17.590252
98.636267,135,17.832534
54.835114,119,17.92739
-0.128712,111,18.016471
-305.694384,580,18.505478
89.403589,191,18.793511
-679.774206,1000,19.639549
-656.04596,1000,20.629075
-687.765174,1000,21.622665
3.973419,230,21.948882
53.823024,166,22.08227
-704.59144,1000,25.890886
-5.088394,204,26.061305
-689.83286,1000,27.054137
-672.87211,1000,28.041937
-13.015638,224,28.230401
56.736723,117,28.324061
-210.644413,447,28.833925
2.73902,153,28.957143
-649.746469,1000,29.948414
-391.132428,666,33.818735
50.35732,125,33.91736
-643.007176,1000,34.916466
61.728557,127,35.023119
-20.808012,210,35.196706
90.085348,133,35.307461
-620.268721,1000,36.299782
-640.558726,1000,37.2872
-683.466671,1000,40.493658
-650.069616,1000,41.483551
59.664163,115,41.577736
-42.68162,220,41.758548
-639.304444,1000,42.737822
-102.488607,308,43.130381
66.648869,161,43.260451
49.611257,130,43.365069
44.855763,125,43.465324
90.48222,133,43.572429
80.149145,140,43.686038
-612.928441,1000,44.709382
29.139655,211,44.881032
-624.597638,1000,46.33665
33.605097,199,46.636138
75.783047,122,46.735937
10.129672,227,46.92309
56.891772,114,47.014484
-668.353151,1000,48.013928
-40.32296,262,48.230131
-588.771967,1000,49.287792
39.638176,126,49.390915
-705.048693,1000,50.387858
-678.526381,1000,54.723342
