timesteps,mean_reward,std_reward,best_reward_so_far
5000,-137.27853199999998,150.8295934526049,-137.27853199999998
10000,82.5614786,1.5055623037966392,82.5614786
15000,-52.40561879999998,192.73643748309084,82.5614786
20000,75.4809928,4.686333436592127,82.5614786
25000,76.1326182,5.2793892879549436,82.5614786
30000,72.5072974,2.361007677421704,82.5614786
35000,80.73353599999999,0.4906164661109534,82.5614786
40000,70.23587760000001,4.874996862080576,82.5614786
45000,26.3870978,6.642658751524585,82.5614786
50000,27.228827799999998,19.075500900556058,82.5614786
55000,14.6096984,30.163302123817626,82.5614786
60000,-16.819767399999996,34.777678441550705,82.5614786
65000,59.077306,5.562077535917563,82.5614786
70000,53.952890000000004,7.6112941240405645,82.5614786
75000,-10.227251200000001,12.22862449414686,82.5614786
80000,4.252871,18.752579836338647,82.5614786
85000,25.470263600000003,40.593137976386565,82.5614786
90000,28.558807,15.92052815275277,82.5614786
95000,47.6161524,3.02696550470299,82.5614786
100000,44.8599526,6.674210091038956,82.5614786
105000,39.9257386,3.0644040007701725,82.5614786
110000,41.485517599999994,2.5494898099177092,82.5614786
115000,40.09923980000001,1.8412372922639184,82.5614786
120000,53.503017,13.624504432199846,82.5614786
125000,45.5381632,5.613631305067065,82.5614786
130000,48.372512,6.714021595183351,82.5614786
135000,37.704152199999996,25.151587865054683,82.5614786
140000,46.1808452,4.939848233589019,82.5614786
145000,47.0410438,7.099320573642533,82.5614786
150000,49.98792920000001,4.253357510160715,82.5614786
155000,30.575376799999997,18.22924522146295,82.5614786
160000,55.63678120000001,9.527104158031538,82.5614786
165000,54.1024872,54.807415199989826,82.5614786
170000,62.0932512,14.151041026049828,82.5614786
175000,57.9378782,12.119328503816744,82.5614786
180000,67.96545799999998,17.98100393378056,82.5614786
185000,44.1191776,57.02416815969938,82.5614786
190000,70.5318872,19.505476072331785,82.5614786
195000,74.0596544,16.820434035997508,82.5614786
200000,61.709557,31.07580984023144,82.5614786
205000,62.5648608,22.952915192292714,82.5614786
210000,64.2810594,20.039239841460184,82.5614786
215000,67.8698966,32.33594985038714,82.5614786
220000,62.5179772,25.064318595909203,82.5614786
225000,90.6753724,9.026863847375095,90.6753724
230000,88.7364056,4.618644645213424,90.6753724
235000,97.80985580000001,5.943146699146013,97.80985580000001
240000,93.40183980000002,2.6721511075600057,97.80985580000001
