#{"t_start": 1778803567.6036654, "env_id": "Atom-v1"}
r,l,t
72.309847,199,0.352458
-629.617464,1000,1.426239
-21.636081,112,1.515854
-642.278337,1000,2.526881
73.927388,156,2.653083
72.953065,131,2.758458
44.563923,117,2.852588
-23.585673,103,2.934068
-674.499676,1000,3.936664
46.574071,120,4.033882
94.350351,155,4.15641
73.71796,160,4.441659
-656.912613,1000,6.99314
47.48981,137,7.104175
-677.805308,1000,8.13865
-608.28025,1000,9.14516
71.081659,118,9.240159
57.973953,177,9.379537
-9.327465,133,9.486214
50.697914,125,9.585572
-6.860738,152,9.705909
29.550927,179,10.002858
58.800479,84,10.069288
-710.414178,1000,11.079002
14.391228,228,11.265631
57.214771,173,11.404415
97.336696,166,11.53621
53.820281,166,12.135154
-686.522574,1000,13.14788
-499.109567,805,13.963882
-535.705384,784,14.763568
-655.335151,1000,15.746968
-670.899831,1000,16.731674
87.305079,129,16.836627
-647.135345,1000,18.24865
-680.295572,1000,19.271098
77.978194,174,19.40993
34.584617,174,19.552387
51.194537,111,19.640744
-19.229764,146,19.96327
43.756838,176,20.101891
3.383432,186,20.255508
35.050921,133,20.359905
-644.715592,1000,21.418551
-658.502243,1000,22.438728
37.344216,138,22.931608
52.076132,112,23.022112
1.908644,85,23.089003
82.420528,156,23.213355
-689.63555,1000,24.216864
-65.869205,307,24.630191
30.969543,168,24.763237
-73.606795,326,25.030653
-591.302414,918,25.977884
51.961963,161,26.106166
-710.693789,1000,27.096313
58.765671,107,27.184684
-679.207551,1000,28.549148
53.377347,120,28.645427
84.160747,135,28.888274
-367.394965,659,29.441542
67.18812,109,29.528228
76.24882,130,29.644024
37.473354,170,29.965456
-697.925613,1000,30.958552
-47.357211,252,31.168967
-524.426938,914,32.088913
22.200163,152,32.209773
-20.640099,166,32.342541
-36.472329,326,32.613027
-648.165004,1000,34.006974
-20.25864,227,34.398427
40.888269,129,34.502273
-18.814287,241,34.702227
92.59081,153,34.825658
-17.016764,152,34.94727
72.945049,131,35.051544
81.142324,145,35.169022
-630.920714,1000,36.178294
-388.498762,658,36.910348
-635.900477,1000,37.918327
-681.342103,1000,39.307122
-641.214963,1000,40.308068
43.736626,168,40.444058
37.809524,130,40.546706
60.766107,107,40.633476
-592.734329,921,41.621883
-15.848173,162,41.752357
-37.769649,207,42.075887
70.760819,157,42.202497
81.771117,124,42.301721
-177.24024,443,42.675503
-649.878794,1000,43.69428
51.06321,171,43.988399
41.533461,139,44.488317
46.540867,104,44.571404
-434.09782,691,45.158365
76.725481,156,45.42407
36.889708,136,45.531957
65.639739,108,45.616947
61.827157,131,45.722729
97.639064,142,45.835156
-657.590827,1000,46.847336
-680.895943,1000,47.862791
-41.874798,228,48.051091
88.933384,152,48.172213
-719.35898,1000,49.182386
85.306734,167,49.879043
-643.442874,1000,50.876629
32.850225,77,50.940002
-665.448638,1000,51.945661
-677.913827,1000,53.06085
-277.256235,568,53.53976
45.537058,189,53.692661
96.530666,151,53.810976
-656.102051,1000,55.219666
112.173503,152,55.496184
-677.752078,1000,56.481979
30.369436,194,56.635514
-217.835555,544,57.090899
98.878503,141,57.2048
-30.09387,218,57.51713
-12.555156,241,57.71597
41.5554,142,57.830327
66.757927,190,57.982441
93.456505,159,58.10834
81.625854,165,58.24057
-58.723968,312,58.633117
-653.91972,1000,59.636801
36.618534,105,59.723248
44.956437,132,59.828432
5.37012,110,59.921957
54.05981,135,60.464337
80.897767,141,60.57641
-13.873617,143,60.850227
53.824463,123,60.948675
69.15613,120,61.04328
8.321766,92,61.11653
-684.602077,1000,62.13595
-624.033876,1000,63.123913
-316.439481,566,63.599682
32.814239,118,63.692762
-680.826987,1000,64.67809
91.687578,128,64.918372
-315.859203,606,65.828876
53.116054,174,65.968648
-35.708149,208,66.303039
-7.168763,170,66.44167
91.301305,145,66.558108
-635.420946,1000,67.608393
-704.247452,1000,68.617475
-253.955123,556,69.080555
-22.018122,169,69.214452
79.68522,171,69.504639
93.257167,152,69.62587
1.855533,140,69.739435
-305.093038,556,70.208099
78.299791,147,70.486805
-686.970973,1000,71.890981
-695.996112,1000,72.913708
-690.415744,1000,73.935019
54.2724,114,74.030289
57.457339,109,74.117429
1.140917,167,74.250212
94.652797,149,74.367326
95.593724,136,74.475585
-12.376935,177,74.614276
3.540802,150,74.945642
-657.344561,1000,75.948013
1.61469,174,76.087786
-107.395772,344,76.859185
-408.690725,665,77.567773
31.622072,132,77.673438
45.096336,133,77.779899
93.196223,146,77.896531
75.999361,150,78.015296
-9.830873,152,78.137815
-18.698181,194,78.440017
77.743139,129,78.541647
-99.126365,303,78.798409
12.974191,174,78.938776
-334.534063,566,79.573054
100.600644,148,79.691372
-659.824587,1000,80.70607
76.19758,129,80.811188
-640.909003,1000,82.349452
-53.872291,217,82.527948
82.644222,153,82.650382
79.338303,118,82.745868
16.765061,201,83.04059
-0.562605,197,83.203781
4.697822,161,83.331059
95.679198,161,83.458706
81.40228,149,83.577178
30.257009,133,83.684034
-496.686707,788,84.508966
-662.436855,1000,85.523043
93.506116,149,85.645108
83.791987,119,85.740824
89.086241,139,86.003339
-33.613265,213,86.17692
15.557752,68,86.234368
93.299199,155,86.357468
71.742551,126,86.457601
25.636889,210,86.628975
65.131063,174,86.770248
28.227691,153,87.043376
63.06483,105,87.55399
49.061755,176,87.692863
-22.898066,197,87.854378
91.216224,161,87.982047
69.10775,117,88.074437
107.629209,178,88.349887
63.410544,126,88.45058
85.190548,177,88.591672
81.142626,135,88.698534
58.422882,121,88.796013
-22.215527,226,88.98198
19.787232,133,89.08805
-385.78378,654,89.772003
-24.411132,147,89.887914
87.096565,155,90.010868
2.834698,153,90.132107
-91.004207,310,90.545278
17.038225,192,90.701135
15.918393,221,90.881668
7.085419,118,90.976205
46.077899,126,91.075479
-612.585424,1000,92.074007
0.150809,193,92.820374
-623.979665,1000,93.856544
29.002395,141,93.971004
-652.110633,1000,94.984462
0.645223,105,95.070639
54.234077,127,95.170415
38.957019,194,95.329456
62.292135,98,95.409399
52.845124,181,95.563846
53.793234,141,95.834426
5.603365,164,95.964647
89.937849,143,96.077969
74.913617,188,96.229301
83.507503,160,96.358751
-220.241488,437,96.91787
33.046556,125,97.016717
4.999897,174,97.158908
72.458381,157,97.282901
48.751755,116,97.375973
82.879237,138,97.486367
54.935658,126,98.023389
95.362334,144,98.295429
5.084657,177,98.435105
105.613137,151,98.555142
89.743427,139,98.665871
34.25875,115,98.757292
-677.654953,1000,99.757754
54.997012,116,99.851358
87.348438,165,99.982872
-9.23242,241,100.367104
-654.126935,1000,101.382233
83.508198,116,101.475688
91.503912,182,101.621627
