#{"t_start": 1782239651.6151917, "env_id": "Atom-v1"}
r,l,t
26.417088,81,0.25211
32.286779,100,0.33633
29.146249,95,0.463841
30.298845,95,0.545514
26.244244,87,0.623427
28.354936,93,0.748
48.390773,183,0.905713
32.927618,108,1.056917
24.999052,118,1.155054
34.085436,109,1.2933
32.093652,97,1.370588
27.99568,94,1.446184
28.690524,80,1.565236
40.654553,133,1.671991
34.056677,109,1.798154
39.468872,136,1.906536
23.84714,81,2.009776
26.275561,89,2.080215
39.084107,122,2.178014
36.016602,124,2.316175
23.254655,74,2.375333
26.136466,108,2.502048
32.487595,129,2.606257
37.544428,151,2.770119
40.308391,169,2.908068
31.39083,100,3.031015
46.672387,146,3.148667
25.629455,85,3.261668
40.508609,114,3.350536
36.085424,112,3.439369
29.270018,119,3.574468
46.236733,144,3.730956
33.668814,119,3.827256
32.51912,137,3.979191
32.902655,92,4.052465
41.5673,124,4.151181
41.39952,142,4.319587
29.273084,93,4.394159
24.516352,100,4.514031
28.552117,97,4.591222
43.89543,130,4.737698
31.3623,113,4.828489
36.793873,111,4.918798
39.549751,152,5.077365
44.133808,162,5.244307
33.514884,93,5.318413
35.335121,105,5.402329
23.643434,82,5.502447
32.916982,97,5.580265
36.075,116,5.706367
24.991455,81,5.770999
26.462694,90,5.842253
36.603144,104,5.96074
33.002148,98,6.03882
24.092649,79,6.10221
33.75416,112,6.226988
30.064025,96,6.302886
28.715122,85,6.370673
31.107941,96,6.482427
32.925633,117,6.576169
38.823933,116,6.702995
39.748113,119,6.798799
36.642994,128,6.935145
30.375864,113,7.025385
20.188077,72,7.081545
26.978294,73,7.176264
29.936585,95,7.251766
18.414758,68,7.30497
27.492108,82,7.405009
30.816672,109,7.492068
35.444492,113,7.61803
30.882966,105,7.701536
27.998399,91,7.774193
28.913185,79,7.873044
34.012496,105,7.958016
22.356602,76,8.019465
26.536901,76,8.116011
40.864669,120,8.210435
23.116438,92,8.284719
20.998706,74,8.378774
25.61848,80,8.442279
39.753167,113,8.568265
24.867558,71,8.626248
24.446851,86,8.695697
45.743413,149,8.852204
33.895314,104,8.936119
32.658586,111,9.059549
64.431543,238,9.270212
23.368402,80,9.370709
28.263706,123,9.469406
27.020125,86,9.574858
48.751257,155,9.69962
30.789339,91,13.004555
30.57788,94,13.086566
28.512388,104,13.173691
21.892216,71,13.266896
25.68639,149,13.388899
25.3228,95,13.499434
22.139928,82,13.569894
46.928317,162,13.753093
31.343909,108,13.84824
27.408383,87,13.925527
27.417059,83,14.040001
33.410979,95,14.125368
30.477888,98,14.210879
30.767085,122,14.356577
31.165726,111,14.447171
45.719102,150,14.60676
36.316924,136,14.716944
21.913507,81,14.818222
33.682299,112,14.909374
29.337864,88,14.980731
26.300348,78,15.081423
30.587799,87,15.153231
31.303516,92,15.228231
24.179108,79,15.329937
28.293731,110,15.420449
44.408189,151,15.575852
29.628172,87,15.644648
38.964204,116,15.772188
31.21789,108,15.858875
30.03651,98,15.938579
26.47782,126,16.074281
25.568875,88,16.144281
28.926421,78,16.241308
25.36233,135,16.351601
38.073575,131,16.491937
24.027039,70,16.547169
35.076188,114,16.637947
31.031598,109,16.761973
28.800178,85,16.830547
30.525637,111,16.9546
29.108467,88,17.024667
31.3652,113,17.116138
29.521785,92,17.226248
38.368587,100,17.306913
33.893454,115,17.398071
33.934342,110,17.52139
27.834962,92,17.596029
38.081609,135,17.744486
25.920101,107,17.831887
31.343727,113,17.961963
43.428915,138,18.073592
29.85792,94,18.184704
49.206592,137,18.295495
24.062789,82,18.36267
25.090831,76,18.459796
28.529007,91,18.533895
40.554154,131,18.677904
28.832781,85,18.757397
23.731713,92,18.834714
16.709866,110,18.960979
26.40908,104,19.04962
33.350563,118,19.185755
33.832877,110,19.279003
29.305309,93,19.353926
31.455852,91,19.465475
33.758162,117,19.55989
37.94866,109,19.683387
26.13384,90,19.757035
30.309395,98,19.835432
18.675159,69,19.925505
38.46252,122,20.02314
41.528032,140,20.170656
25.581812,86,20.239499
27.253938,91,20.311867
30.349633,94,20.422252
42.018372,123,20.521333
35.179518,101,20.638158
31.589854,98,20.715908
44.458045,157,20.877418
26.287143,106,20.962315
49.117105,181,21.146596
29.149542,84,21.215521
27.042012,94,21.292013
22.494168,76,21.386952
36.82477,125,21.485872
25.577431,72,21.542145
45.28115,141,21.689417
34.392345,105,21.773406
21.882321,69,21.863956
26.150126,96,21.940299
34.34475,107,22.024693
52.312998,158,22.183965
39.27987,125,22.319922
27.627297,110,22.410509
32.610039,94,22.488244
38.759996,111,25.816352
40.670676,176,25.963472
35.159313,113,26.088213
50.731743,186,26.2718
37.431881,129,26.383036
26.29283,101,26.510905
27.83101,87,26.584918
30.796806,84,26.660438
24.387845,97,26.786546
30.265703,105,26.877703
16.415785,98,26.965326
32.44299,100,27.091161
35.637923,110,27.180392
30.962381,82,27.281313
24.870048,78,27.34398
29.983583,99,27.422872
23.036431,93,27.532458
26.466593,88,27.602315
19.148776,70,27.65842
25.572446,83,27.760507
38.94827,117,27.855947
27.266072,79,27.919055
33.438082,90,28.027277
33.347481,105,28.111315
28.37839,94,28.186703
27.955251,107,28.307793
44.86877,142,28.420396
38.583804,117,28.548818
36.184124,119,28.644623
38.887573,134,28.787354
35.952595,104,28.869021
27.975424,94,28.980365
22.383246,68,29.034661
37.023902,108,29.122292
30.722839,97,29.236058
28.206903,86,29.306206
42.812822,146,29.460158
23.914867,77,29.521911
39.304591,129,29.626261
26.487844,93,29.734934
34.632872,115,29.826122
23.159784,73,29.919093
46.074918,136,30.026314
22.280206,72,30.08239
62.265658,211,30.287439
34.962869,99,30.400969
36.166835,108,30.487343
31.13176,84,30.55488
29.55137,110,30.678043
26.079801,86,30.746715
30.965058,103,30.829339
20.919769,92,30.938085
20.015803,74,30.997304
27.038641,120,31.128475
50.400639,157,31.253679
42.65655,137,31.400084
28.183605,97,31.47838
35.950559,138,31.624462
23.939572,69,31.679626
25.45709,77,31.742253
22.429927,92,31.852624
34.400721,171,31.992268
37.58378,120,32.124409
24.802619,76,32.186177
50.983962,169,32.356973
26.156565,87,32.426492
35.818609,122,32.524098
38.566767,123,32.658645
26.367188,90,32.733087
25.020446,80,32.835052
49.778836,171,32.975225
25.636339,81,33.07714
24.253168,111,33.166451
20.95958,79,33.229345
31.374546,137,33.375747
34.883872,107,33.463627
26.384204,75,33.561974
25.940236,84,33.630611
35.207056,115,33.723429
26.278998,85,33.826614
27.311727,83,33.893001
22.681261,71,33.950045
30.858192,80,34.0477
37.984948,116,34.140639
32.805144,119,34.271776
29.289401,111,34.360234
37.856176,99,34.4394
26.392894,85,34.542566
40.088681,135,34.651561
28.216438,85,34.75307
31.733346,94,34.827551
24.275912,73,34.886299
34.0021,130,35.024919
24.504935,96,35.101579
25.398004,97,35.179429
32.562404,119,38.545975
45.52108,151,38.713179
39.405082,131,38.819649
27.762138,83,38.886019
28.091045,104,39.012625
35.211922,113,39.112076
23.626577,98,39.256327
38.755254,124,39.366
31.373258,106,39.460559
44.806218,139,39.630976
46.011119,170,39.839038
23.922522,100,39.91822
29.021926,88,39.988242
63.393505,216,40.202106
34.686166,99,40.338139
35.231336,116,40.431986
33.132881,101,40.515517
37.969582,113,40.646678
38.1272,109,40.734396
32.873957,101,40.870704
26.633024,84,40.938395
