#{"t_start": 1782241597.979409, "env_id": "Atom-v1"}
r,l,t
28.937667,91,0.269964
27.436869,73,0.332498
38.020991,117,0.438956
26.920216,120,0.547822
28.455081,84,0.622961
45.751366,150,0.753715
50.90579,169,0.902255
29.291105,93,0.98427
35.705832,122,1.091132
35.906652,135,2.048209
28.256875,80,2.11326
23.301502,75,2.174271
28.450705,101,2.256752
25.230135,88,2.329564
21.59441,71,2.389096
32.015194,113,2.47991
18.080256,146,2.59639
42.085956,153,2.719263
25.528578,76,3.424459
25.636929,81,3.489769
41.205478,127,3.592233
33.526094,97,3.669758
35.367694,106,3.754943
33.752234,121,3.852205
35.825656,108,3.9385
26.81487,72,3.994814
23.492,73,4.053352
44.221951,147,4.171049
25.723335,86,4.76843
30.537782,87,4.837488
39.297379,115,4.929168
33.051394,101,5.009732
38.240592,120,5.105303
27.117243,85,5.173707
35.231554,104,5.257372
26.470913,90,5.330481
30.771406,105,5.415094
47.862754,149,5.537187
41.058011,127,6.20342
33.594913,104,6.290498
36.068095,110,6.378611
33.607652,105,6.464226
29.972744,88,6.536475
44.743758,155,6.665093
35.216803,118,6.759807
28.985689,113,6.852071
28.840077,101,6.933445
28.014955,111,7.554459
36.579332,117,7.649912
32.097319,104,7.735613
32.593432,93,7.811096
30.913803,90,7.884011
39.699219,131,7.989053
29.399276,99,8.068342
50.430123,179,8.211676
32.165176,103,8.293936
38.794914,113,8.917653
43.90062,157,9.044121
32.748692,110,9.132826
25.417176,79,9.197498
42.147959,142,9.31205
29.861911,99,9.391685
30.353038,93,9.466481
29.765086,117,9.559049
35.11602,116,9.65125
49.055031,169,10.318398
29.445631,82,10.385283
28.329988,91,10.459034
35.87189,126,10.559509
22.906993,135,10.668272
27.51952,85,10.737443
26.509884,87,10.806615
42.92191,148,10.926456
29.882917,95,11.002218
22.18983,85,11.644789
22.926724,75,11.70513
34.735906,84,11.773665
32.328656,87,11.84467
24.70353,74,11.90506
31.093547,118,11.998447
77.845506,286,12.238612
24.749641,82,12.303887
24.82994,73,12.363099
27.40684,99,12.442872
34.575266,99,13.187796
29.738852,95,13.266491
31.314297,98,13.345796
37.204753,129,13.448908
40.529435,119,13.544657
28.940678,87,13.615413
34.832302,104,13.699385
34.012715,106,16.980406
43.728677,160,17.11751
26.997343,75,17.751202
24.21824,89,17.829695
39.849945,132,17.946312
26.747775,84,18.019519
32.367043,122,18.127048
30.229763,114,18.227071
30.201599,84,18.297737
22.078494,87,18.367957
47.211714,162,18.500786
54.811555,175,19.175267
42.894722,151,19.295466
36.185985,117,19.391848
23.587807,82,19.459531
31.377167,103,19.543069
40.475478,114,19.634307
25.223241,81,19.700443
36.644451,119,19.797631
21.482366,76,19.859187
36.103941,179,20.529894
26.353245,74,20.590414
35.119188,95,20.666352
32.250529,93,20.741247
19.359021,70,20.797025
30.719486,96,20.873216
30.795805,103,20.956994
22.764884,75,21.017441
36.909129,124,21.117769
27.617073,83,21.184716
38.663022,122,21.282439
24.524346,81,21.874927
31.645226,101,21.957465
37.395794,115,22.051167
26.978451,87,22.12158
26.302594,84,22.188657
29.652879,100,22.269388
35.113909,121,22.369735
27.095309,81,22.435939
37.596304,105,22.521731
25.435485,97,22.610157
28.022811,93,22.691351
25.068268,82,23.302157
29.468942,93,23.37809
30.067106,107,23.463156
47.096237,152,23.586995
21.69121,71,23.645013
33.856163,112,23.734972
27.353887,93,23.809675
37.726434,114,23.901169
27.981888,88,23.973042
30.207538,109,24.059992
27.255365,129,24.690442
35.252223,98,24.769303
41.393172,129,24.874062
27.14778,89,24.945683
33.476352,141,25.060652
35.598508,103,25.145388
37.049664,132,25.251549
31.547855,127,25.355784
28.521045,117,25.986285
33.066749,108,26.074574
30.134919,80,26.138422
34.046781,107,26.224876
22.457735,67,26.27895
23.293565,85,26.347298
30.532652,88,26.419858
33.179389,98,26.510589
30.711886,86,26.581669
44.552779,168,26.72141
22.094313,77,26.783533
20.286706,99,27.39476
27.566956,94,27.470426
32.197674,121,27.567563
33.604672,112,27.659407
17.936844,132,27.767188
42.621369,121,27.865762
26.737343,79,27.930777
24.415565,87,28.00305
25.672572,82,28.070296
37.602413,112,28.162074
35.612576,97,28.771625
25.689874,79,28.836792
42.620249,145,28.962092
29.041442,90,29.041824
39.010421,129,29.151581
35.901071,112,29.244683
28.23543,92,29.321427
31.228116,96,29.402593
30.0358,97,29.483435
45.735627,143,30.127123
24.097693,76,30.188872
28.590227,122,30.287176
25.716897,90,30.358667
35.495925,105,30.444563
34.189424,104,30.528497
